Number	Accession	A's	G'c	C's	T's	N's	Length	GC%
44584	EU501469	339	202	220	226	0	987	fpCG
44585	EU100589	444	331	275	368	0	1418	fpCG
44586	EF473391	372	241	236	254	0	1103	fpCG
44587	EF473401	374	243	233	253	0	1103	fpCG
44588	CY030550	350	213	225	236	0	1024	fpCG
44589	CY030552	351	211	224	241	0	1027	fpCG
44590	CY030553	355	225	224	246	0	1050	fpCG
44591	CY030554	354	228	225	243	0	1050	fpCG
44592	CY030555	341	202	218	228	0	989	fpCG
44593	CY030556	355	225	225	245	0	1050	fpCG
44594	CY030557	356	224	224	246	0	1050	fpCG
44595	CY030558	355	227	225	243	0	1050	fpCG
44596	CY030559	341	201	219	225	0	986	fpCG
44597	CY031997	355	220	225	240	0	1040	fpCG
44598	CY031998	356	221	223	240	0	1040	fpCG
44599	CY031999	355	220	225	240	0	1040	fpCG
44600	CY032001	354	219	224	243	0	1040	fpCG
44601	CY032002	353	220	225	242	0	1040	fpCG
44602	CY032003	354	219	224	243	0	1040	fpCG
44603	CY032004	354	219	224	243	0	1040	fpCG
44604	CY032005	354	219	224	243	0	1040	fpCG
44605	CY032577	356	221	223	240	0	1040	fpCG
44606	CY032635	354	220	226	240	0	1040	fpCG
44607	CY032636	356	221	223	240	0	1040	fpCG
44608	CY032637	353	222	224	241	0	1040	fpCG
44609	CY032638	356	221	223	240	0	1040	fpCG
44610	CY032639	356	221	223	240	0	1040	fpCG
44611	CY034470	353	220	224	243	0	1040	fpCG
44612	CY069742	360	221	236	253	0	1070	fpCG
44613	CY071978	413	267	237	283	0	1200	fpCG
44614	CY071979	414	268	237	281	0	1200	fpCG
44615	CY071980	414	268	237	281	0	1200	fpCG
44616	CY071981	414	268	238	280	0	1200	fpCG
44617	CY071982	414	266	238	282	0	1200	fpCG
44618	CY071983	416	266	236	282	0	1200	fpCG
44619	CY072062	414	268	238	280	0	1200	fpCG
44620	CY072063	416	265	238	281	0	1200	fpCG
44621	CY072064	418	264	237	281	0	1200	fpCG
44622	CY072065	414	268	240	278	0	1200	fpCG
44623	CY072066	416	266	240	278	0	1200	fpCG
44624	EU502252	341	204	217	225	0	987	fpCG
44625	EU502253	342	202	217	226	0	987	fpCG
44626	CY027875	587	396	322	421	0	1726	fpCG
44627	CY027876	298	256	205	241	0	1000	fpCG
44628	CY027876	298	256	205	241	0	1000	fpCG
44629	CY027877	460	334	253	379	0	1426	fpCG
44630	CY027878	500	397	304	326	0	1527	fpCG
44631	CY027879	263	211	161	212	0	847	fpCG
44632	CY027879	263	211	161	212	0	847	fpCG
44633	CY027880	745	518	396	541	0	2200	fpCG
44634	CY027881	804	509	436	555	0	2304	fpCG
44635	CY027881	804	509	436	555	0	2304	fpCG
44636	CY027882	803	546	408	530	0	2287	fpCG
44637	CY027203	597	400	326	420	0	1743	fpCG
44638	CY027204	287	255	204	236	0	982	fpCG
44639	CY027204	287	255	204	236	0	982	fpCG
44640	CY027205	467	329	251	381	0	1428	fpCG
44641	CY027206	490	401	302	327	0	1520	fpCG
44642	CY027207	271	206	161	213	0	851	fpCG
44643	CY027207	271	206	161	213	0	851	fpCG
44644	CY027208	740	514	393	539	0	2186	fpCG
44645	CY027209	806	506	432	551	0	2295	fpCG
44646	CY027209	806	506	432	551	0	2295	fpCG
44647	CY027210	801	551	408	537	0	2297	fpCG
44648	CY025803	586	395	321	422	0	1724	fpCG
44649	CY025804	293	248	203	238	0	982	fpCG
44650	CY025804	293	248	203	238	0	982	fpCG
44651	CY025805	452	337	252	380	0	1421	fpCG
44652	CY025806	496	398	305	324	0	1523	fpCG
44653	CY025807	262	211	162	212	0	847	fpCG
44654	CY025807	262	211	162	212	0	847	fpCG
44655	CY025808	735	517	392	537	0	2181	fpCG
44656	CY025809	805	507	435	554	0	2301	fpCG
44657	CY025809	805	507	435	554	0	2301	fpCG
44658	CY025810	808	546	408	535	0	2297	fpCG
44659	CY025627	588	398	324	419	0	1729	fpCG
44660	CY025628	292	253	204	238	0	987	fpCG
44661	CY025628	292	253	204	238	0	987	fpCG
44662	CY025629	451	336	252	378	0	1417	fpCG
44663	CY025630	496	396	305	323	0	1520	fpCG
44664	CY025631	269	211	161	213	0	854	fpCG
44665	CY025631	269	211	161	213	0	854	fpCG
44666	CY025632	744	519	396	542	0	2201	fpCG
44667	CY025633	802	508	433	552	0	2295	fpCG
44668	CY025633	802	508	433	552	0	2295	fpCG
44669	CY025634	808	546	410	536	0	2300	fpCG
44670	CY025555	588	398	323	419	0	1728	fpCG
44671	CY025556	288	252	204	238	0	982	fpCG
44672	CY025556	288	252	204	238	0	982	fpCG
44673	CY025557	455	337	252	380	0	1424	fpCG
44674	CY025558	500	397	305	324	0	1526	fpCG
44675	CY025559	268	210	160	213	0	851	fpCG
44676	CY025559	268	210	160	213	0	851	fpCG
44677	CY025560	743	518	396	542	0	2199	fpCG
44678	CY025561	804	509	435	555	0	2303	fpCG
44679	CY025561	804	509	435	555	0	2303	fpCG
44680	CY025562	811	546	410	537	0	2304	fpCG
44681	CY025619	588	398	323	419	0	1728	fpCG
44682	CY025620	290	252	204	238	0	984	fpCG
44683	CY025620	290	252	204	238	0	984	fpCG
44684	CY025621	458	336	252	380	0	1426	fpCG
44685	CY025622	496	396	305	323	0	1520	fpCG
44686	CY025623	272	213	162	214	0	861	fpCG
44687	CY025623	272	213	162	214	0	861	fpCG
44688	CY025624	746	517	395	542	0	2200	fpCG
44689	CY025625	803	507	435	552	0	2297	fpCG
44690	CY025625	803	507	435	552	0	2297	fpCG
44691	CY025626	809	545	409	534	0	2297	fpCG
44692	CY025579	588	397	322	421	0	1728	fpCG
44693	CY025580	288	252	204	238	0	982	fpCG
44694	CY025580	288	252	204	238	0	982	fpCG
44695	CY025581	460	334	253	379	0	1426	fpCG
44696	CY025582	500	398	303	327	0	1528	fpCG
44697	CY025583	267	211	161	212	0	851	fpCG
44698	CY025583	267	211	161	212	0	851	fpCG
44699	CY025584	742	517	395	539	0	2193	fpCG
44700	CY025585	802	508	433	552	0	2295	fpCG
44701	CY025585	802	508	433	552	0	2295	fpCG
44702	CY025586	805	547	408	535	0	2295	fpCG
44703	CY035882	580	378	341	415	0	1714	fpCG
44704	CY035883	283	265	205	244	0	997	fpCG
44705	CY035883	283	265	205	244	0	997	fpCG
44706	CY035884	438	337	274	370	0	1419	fpCG
44707	CY035885	500	400	291	328	0	1519	fpCG
44708	CY035886	288	193	159	207	0	847	fpCG
44709	CY035886	288	193	159	207	0	847	fpCG
44710	CY035887	739	519	414	529	0	2201	fpCG
44711	CY035888	816	524	450	509	0	2299	fpCG
44712	CY035888	816	524	450	509	0	2299	fpCG
44713	CY035889	798	565	413	528	0	2304	fpCG
44714	CY025317	600	397	326	421	0	1744	fpCG
44715	CY025318	294	250	204	238	0	986	fpCG
44716	CY025318	294	250	204	238	0	986	fpCG
44717	CY025319	461	336	252	383	0	1432	fpCG
44718	CY025320	499	399	305	325	0	1528	fpCG
44719	CY025321	263	210	162	212	0	847	fpCG
44720	CY025321	263	210	162	212	0	847	fpCG
44721	CY025322	745	519	396	541	0	2201	fpCG
44722	CY025323	812	508	437	556	0	2313	fpCG
44723	CY025323	812	508	437	556	0	2313	fpCG
44724	CY025324	806	546	409	534	0	2295	fpCG
44725	CY026371	609	390	320	424	0	1743	fpCG
44726	CY026372	288	251	205	238	0	982	fpCG
44727	CY026372	288	251	205	238	0	982	fpCG
44728	CY026373	465	334	259	369	0	1427	fpCG
44729	CY026374	491	400	306	323	0	1520	fpCG
44730	CY026375	269	209	160	213	0	851	fpCG
44731	CY026375	269	209	160	213	0	851	fpCG
44732	CY026376	744	519	399	539	0	2201	fpCG
44733	CY026377	802	507	437	539	0	2285	fpCG
44734	CY026377	802	507	437	539	0	2285	fpCG
44735	CY026378	798	556	404	536	0	2294	fpCG
44736	CY025891	592	398	324	422	0	1736	fpCG
44737	CY025892	293	249	204	238	0	984	fpCG
44738	CY025892	293	249	204	238	0	984	fpCG
44739	CY025893	452	337	252	380	0	1421	fpCG
44740	CY025894	493	399	304	323	0	1519	fpCG
44741	CY025895	265	211	162	211	0	849	fpCG
44742	CY025895	265	211	162	211	0	849	fpCG
44743	CY025896	743	519	396	541	0	2199	fpCG
44744	CY025897	805	507	434	555	0	2301	fpCG
44745	CY025897	805	507	434	555	0	2301	fpCG
44746	CY025898	806	546	409	534	0	2295	fpCG
44747	CY026395	597	397	325	424	0	1743	fpCG
44748	CY026396	295	250	205	237	0	987	fpCG
44749	CY026396	295	250	205	237	0	987	fpCG
44750	CY026397	452	334	252	375	0	1413	fpCG
44751	CY026398	496	395	305	324	0	1520	fpCG
44752	CY026399	266	210	161	211	0	848	fpCG
44753	CY026399	266	210	161	211	0	848	fpCG
44754	CY026400	745	518	396	541	0	2200	fpCG
44755	CY026401	805	507	436	549	0	2297	fpCG
44756	CY026401	805	507	436	549	0	2297	fpCG
44757	CY026402	809	544	409	538	0	2300	fpCG
44758	CY036951	578	377	340	412	0	1707	fpCG
44759	CY036952	278	259	206	239	0	982	fpCG
44760	CY036952	278	259	206	239	0	982	fpCG
44761	CY036953	434	335	270	365	0	1404	fpCG
44762	CY036954	495	397	287	324	0	1503	fpCG
44763	CY036955	286	193	159	206	0	844	fpCG
44764	CY036955	286	193	159	206	0	844	fpCG
44765	CY036956	726	513	407	511	0	2157	fpCG
44766	CY036957	816	520	443	504	0	2283	fpCG
44767	CY036957	816	520	443	504	0	2283	fpCG
44768	CY036958	794	560	413	519	0	2286	fpCG
44769	CY039415	583	378	340	415	0	1716	fpCG
44770	CY039416	277	259	206	240	0	982	fpCG
44771	CY039416	277	259	206	240	0	982	fpCG
44772	CY039417	440	337	275	373	0	1425	fpCG
44773	CY039418	494	397	287	322	0	1500	fpCG
44774	CY039419	289	192	159	207	0	847	fpCG
44775	CY039419	289	192	159	207	0	847	fpCG
44776	CY039420	730	518	412	521	0	2181	fpCG
44777	CY039421	816	525	447	510	0	2298	fpCG
44778	CY039421	816	525	447	510	0	2298	fpCG
44779	CY039422	795	561	414	519	0	2289	fpCG
44780	CY037511	575	374	343	415	0	1707	fpCG
44781	CY037512	278	261	206	240	0	985	fpCG
44782	CY037512	278	261	206	240	0	985	fpCG
44783	CY037513	440	332	272	366	0	1410	fpCG
44784	CY037514	496	399	284	323	0	1503	fpCG
44785	CY037515	286	193	159	206	0	844	fpCG
44786	CY037515	286	193	159	206	0	844	fpCG
44787	CY037516	726	512	401	518	0	2157	fpCG
44788	CY037517	807	526	444	503	0	2280	fpCG
44789	CY037517	807	526	444	503	0	2280	fpCG
44790	CY037518	791	563	414	518	0	2286	fpCG
44791	CY037719	574	372	342	415	0	1703	fpCG
44792	CY037720	275	262	207	239	0	983	fpCG
44793	CY037720	275	262	207	239	0	983	fpCG
44794	CY037721	448	336	274	374	0	1432	fpCG
44795	CY037722	506	402	290	329	0	1527	fpCG
44796	CY037723	289	194	159	206	0	848	fpCG
44797	CY037723	289	194	159	206	0	848	fpCG
44798	CY037724	736	517	410	530	0	2193	fpCG
44799	CY037725	815	529	448	510	0	2302	fpCG
44800	CY037725	815	529	448	510	0	2302	fpCG
44801	CY037726	794	565	414	520	0	2293	fpCG
44802	EU199260	388	251	247	274	0	1160	fpCG
44803	EU779530	575	376	339	410	0	1701	fpCG
44804	EU779531	437	335	271	366	0	1410	fpCG
44805	GQ369863	278	259	204	241	0	982	fpCG
44806	GQ369863	278	259	204	241	0	982	fpCG
44807	GQ231982	284	255	208	235	0	982	fpCG
44808	GQ231982	284	255	208	235	0	982	fpCG
44809	GQ231983	493	398	292	314	0	1497	fpCG
44810	GQ231984	272	201	171	208	0	852	fpCG
44811	GQ231984	272	201	171	208	0	852	fpCG
44812	GQ323441	450	330	263	367	0	1410	fpCG
44813	GQ894898	600	380	314	407	0	1701	fpCG
44814	EU199266	574	377	340	410	0	1701	fpCG
44815	GQ231985	284	255	208	235	0	982	fpCG
44816	GQ231985	284	255	208	235	0	982	fpCG
44817	GQ231986	493	398	293	313	0	1497	fpCG
44818	GQ231987	601	376	314	410	0	1701	fpCG
44819	GQ338330	450	330	263	367	0	1410	fpCG
44820	EU199281	575	376	340	410	0	1701	fpCG
44821	GQ232068	283	256	208	235	0	982	fpCG
44822	GQ232068	283	256	208	235	0	982	fpCG
44823	GQ232069	493	398	293	313	0	1497	fpCG
44824	GQ232070	600	380	314	407	0	1701	fpCG
44825	GQ323571	450	330	263	367	0	1410	fpCG
44826	GQ323534	274	201	173	215	0	863	fpCG
44827	GQ323534	274	201	173	215	0	863	fpCG
44828	GQ323535	812	518	440	504	0	2274	fpCG
44829	GQ323536	705	528	423	495	0	2151	fpCG
44830	GQ323537	768	589	432	491	0	2280	fpCG
44831	GQ323538	493	398	291	315	0	1497	fpCG
44832	GQ894826	284	254	208	236	0	982	fpCG
44833	GQ894826	284	254	208	236	0	982	fpCG
44834	FJ549037	438	335	271	366	0	1410	fpCG
44835	FJ549038	577	375	337	411	0	1701	fpCG
44836	FJ686930	576	374	339	411	0	1701	fpCG
44837	FJ686931	578	375	337	411	0	1701	fpCG
44838	FJ686932	438	335	271	366	0	1410	fpCG
44839	FJ686943	438	335	271	366	0	1410	fpCG
44840	GQ369864	277	260	206	239	0	982	fpCG
44841	GQ369864	277	260	206	239	0	982	fpCG
44842	GQ369865	277	260	206	239	0	982	fpCG
44843	GQ369865	277	260	206	239	0	982	fpCG
44844	GQ369933	277	260	206	239	0	982	fpCG
44845	GQ369933	277	260	206	239	0	982	fpCG
44846	EU566995	576	374	341	410	0	1701	fpCG
44847	EU716458	277	262	206	239	0	984	fpCG
44848	EU716458	277	262	206	239	0	984	fpCG
44849	GQ369802	438	336	272	364	0	1410	fpCG
44850	FJ549059	462	325	255	370	0	1413	fpCG
44851	FJ549060	584	379	321	412	0	1698	fpCG
44852	GQ466382	290	253	203	238	0	984	fpCG
44853	GQ466382	290	253	203	238	0	984	fpCG
44854	EF473461	367	232	227	251	0	1077	fpCG
44855	EF473462	371	239	231	252	0	1093	fpCG
44856	AF180637	326	217	219	225	0	987	fpCG
44857	EU100640	451	335	249	378	0	1413	fpCG
44858	EU100694	364	262	236	267	0	1129	fpCG
44859	AF180645	325	218	218	226	0	987	fpCG
44860	EF473546	372	246	235	250	0	1103	fpCG
44861	EU199288	383	265	241	276	0	1165	fpCG
44862	EU199404	451	335	249	378	0	1413	fpCG
44863	EU100637	460	330	255	368	0	1413	fpCG
44864	EU100690	375	252	234	267	0	1128	fpCG
44865	EF473414	373	243	229	255	0	1100	fpCG
44866	EF473426	358	223	221	241	0	1043	fpCG
44867	EF473547	371	247	237	247	0	1103	fpCG
44868	EF473400	374	241	233	255	0	1103	fpCG
44869	EU100504	440	335	273	370	0	1418	fpCG
44870	EF473470	376	237	232	250	0	1095	fpCG
44871	EF473615	277	175	185	188	0	826	fpCG
44872	CY016386	354	216	221	238	0	1029	fpCG
44873	EU100617	302	264	211	250	0	1027	fpCG
44874	EU100617	302	264	211	250	0	1027	fpCG
44875	EF473490	374	239	230	257	0	1100	fpCG
44876	AF008743	326	218	218	225	0	987	fpCG
44877	EF473343	373	243	233	254	0	1103	fpCG
44878	EU100693	377	254	235	270	0	1137	fpCG
44879	EU502244	344	201	215	227	0	987	fpCG
44880	EU502245	340	207	215	225	0	987	fpCG
44881	EU502246	340	204	218	225	0	987	fpCG
44882	EU502247	341	202	217	227	0	987	fpCG
44883	EU502248	342	204	214	227	0	987	fpCG
44884	EU502249	342	201	218	226	0	987	fpCG
44885	EU502250	343	200	215	229	0	987	fpCG
44886	EU502251	346	199	218	224	0	987	fpCG
44887	AB117205	329	214	213	222	0	978	fpCG
44888	AB117206	331	212	213	222	0	978	fpCG
44889	AB271511	345	208	220	231	0	1004	fpCG
44890	AB271518	455	342	277	372	0	1446	fpCG
44891	AB271512	345	208	220	231	0	1004	fpCG
44892	AB271519	455	343	276	372	0	1446	fpCG
44893	AB271513	345	208	220	231	0	1004	fpCG
44894	AB271520	456	343	276	372	0	1447	fpCG
44895	AB271517	346	213	222	235	0	1016	fpCG
44896	AB271514	336	202	216	226	0	980	fpCG
44897	AB271521	456	343	276	372	0	1447	fpCG
44898	AB271515	340	208	219	230	0	997	fpCG
44899	AB271522	454	343	275	373	1	1446	fpCG
44900	AB271516	331	206	212	228	0	977	fpCG
44901	AB271523	455	343	276	373	0	1447	fpCG
44902	AB271721	454	342	280	372	0	1448	fpCG
44903	AB271813	343	209	224	242	0	1018	fpCG
44904	AB271722	453	342	276	379	0	1450	fpCG
44905	AB271814	343	209	228	239	0	1019	fpCG
44906	AB271723	454	343	273	379	0	1449	fpCG
44907	AB271815	342	211	227	239	0	1019	fpCG
44908	AB271724	454	344	276	377	0	1451	fpCG
44909	AB271816	343	208	224	240	0	1015	fpCG
44910	AB271725	452	343	277	376	0	1448	fpCG
44911	AB271817	343	208	225	240	0	1016	fpCG
44912	AB271726	453	343	274	379	0	1449	fpCG
44913	AB271818	339	206	224	231	0	1000	fpCG
44914	AB271727	456	341	279	374	0	1450	fpCG
44915	AB271819	342	208	225	241	0	1016	fpCG
44916	AB271728	451	346	275	378	0	1450	fpCG
44917	AB271820	343	209	226	242	0	1020	fpCG
44918	AB271729	454	343	279	374	0	1450	fpCG
44919	AB271821	343	209	225	242	0	1019	fpCG
44920	AB271730	454	343	279	374	0	1450	fpCG
44921	AB271822	344	209	225	242	0	1020	fpCG
44922	AB271731	454	343	277	376	0	1450	fpCG
44923	AB271823	342	209	224	241	0	1016	fpCG
44924	AB271732	454	343	274	379	0	1450	fpCG
44925	AB271824	348	206	226	242	0	1022	fpCG
44926	AB271733	459	341	275	377	0	1452	fpCG
44927	AB271825	348	212	225	244	0	1029	fpCG
44928	AB271734	453	343	274	379	0	1449	fpCG
44929	AB271826	337	201	221	235	0	994	fpCG
44930	AB271735	456	341	276	376	0	1449	fpCG
44931	AB271827	345	207	225	240	0	1017	fpCG
44932	HM855263	277	203	170	223	0	873	fpCG
44933	HM855263	277	203	170	223	0	873	fpCG
44934	HQ165794	286	206	177	218	0	887	fpCG
44935	HQ165794	286	206	177	218	0	887	fpCG
44936	HQ165789	282	212	175	220	0	889	fpCG
44937	HQ165789	282	212	175	220	0	889	fpCG
44938	HM855255	283	215	178	219	0	895	fpCG
44939	HM855255	283	215	178	219	0	895	fpCG
44940	FJ662963	354	221	225	240	0	1040	fpCG
44941	FJ662964	354	221	224	241	0	1040	fpCG
44942	HQ165792	280	211	175	219	0	885	fpCG
44943	HQ165792	280	211	175	219	0	885	fpCG
44944	Z54288	589	397	318	404	0	1708	fpCG
44945	Z54292	492	395	307	324	0	1518	fpCG
44946	EU791310	340	206	218	223	0	987	fpCG
44947	Z54287	601	399	321	407	0	1728	fpCG
44948	Z54291	490	398	307	323	0	1518	fpCG
44949	Z54289	597	383	317	414	0	1711	fpCG
44950	Z54293	389	316	235	248	0	1188	fpCG
44951	EU791311	339	206	217	224	0	987	fpCG
44952	Z54286	611	389	327	404	0	1731	fpCG
44953	Z54290	490	397	307	324	0	1518	fpCG
44954	EU791313	343	202	218	223	0	987	fpCG
44955	EU791312	332	216	214	225	0	987	fpCG
44956	M63750	508	407	319	331	0	1565	fpCG
44957	GQ475830	578	388	313	419	0	1698	fpCG
44958	GQ475831	460	330	252	369	0	1413	fpCG
44959	GQ475832	289	250	207	236	0	982	fpCG
44960	GQ475832	289	250	207	236	0	982	fpCG
44961	GQ475961	582	384	313	419	0	1698	fpCG
44962	GQ475962	461	330	252	370	0	1413	fpCG
44963	GQ475963	292	249	205	238	0	984	fpCG
44964	GQ475963	292	249	205	238	0	984	fpCG
44965	FJ686922	577	375	340	409	0	1701	fpCG
44966	FJ686923	438	334	271	367	0	1410	fpCG
44967	GQ369866	276	261	206	239	0	982	fpCG
44968	GQ369866	276	261	206	239	0	982	fpCG
44969	GQ476128	585	381	311	421	0	1698	fpCG
44970	GQ476129	462	328	252	371	0	1413	fpCG
44971	GQ476130	291	250	206	237	0	984	fpCG
44972	GQ476130	291	250	206	237	0	984	fpCG
44973	GQ475939	586	380	315	416	0	1698	fpCG
44974	GQ475940	460	331	253	369	0	1413	fpCG
44975	GQ475941	292	249	206	237	0	984	fpCG
44976	GQ475941	292	249	206	237	0	984	fpCG
44977	GQ385870	438	335	273	364	0	1410	fpCG
44978	GQ385871	279	260	204	239	0	982	fpCG
44979	GQ385871	279	260	204	239	0	982	fpCG
44980	GQ385872	578	377	337	409	0	1701	fpCG
44981	EU516074	578	371	341	410	0	1701	fpCG
44982	EU516188	437	335	272	364	0	1410	fpCG
44983	GQ369867	276	261	206	239	0	982	fpCG
44984	GQ369867	276	261	206	239	0	982	fpCG
44985	GQ385898	437	334	271	367	0	1410	fpCG
44986	GQ385899	277	261	205	239	0	982	fpCG
44987	GQ385899	277	261	205	239	0	982	fpCG
44988	GQ385900	579	374	340	408	0	1701	fpCG
44989	GQ457509	286	253	208	235	0	982	fpCG
44990	GQ457509	286	253	208	235	0	982	fpCG
44991	GQ457510	450	330	263	367	0	1410	fpCG
44992	GQ457511	600	379	314	408	0	1701	fpCG
44993	GQ377040	450	330	263	367	0	1410	fpCG
44994	GQ377041	496	395	294	312	0	1497	fpCG
44995	GQ377042	272	203	174	214	0	863	fpCG
44996	GQ377042	272	203	174	214	0	863	fpCG
44997	GQ377043	600	379	314	408	0	1701	fpCG
44998	EU516195	437	335	270	367	0	1410	fpCG
44999	EU516216	576	375	341	409	0	1701	fpCG
45000	EU716509	277	262	206	239	0	984	fpCG
45001	EU716509	277	262	206	239	0	984	fpCG
45002	EF473463	364	235	227	252	0	1078	fpCG
45003	EF473647	366	237	228	250	0	1081	fpCG
45004	EF473392	372	243	233	252	0	1100	fpCG
45005	EU100740	351	212	224	233	0	1020	fpCG
45006	EU502254	342	203	217	225	0	987	fpCG
45007	EU502256	343	202	218	224	0	987	fpCG
45008	EU502255	341	204	218	224	0	987	fpCG
45009	GQ200596	523	324	266	336	0	1449	fpCG
45010	GQ200597	233	214	167	195	0	809	fpCG
45011	GQ200597	233	214	167	195	0	809	fpCG
45012	GQ200587	125	73	75	90	0	363	fpCG
45013	AY209927	434	342	267	367	0	1410	fpCG
45014	AY209986	359	228	209	224	0	1020	fpCG
45015	AY210056	273	263	208	238	0	982	fpCG
45016	AY210056	273	263	208	238	0	982	fpCG
45017	AY210101	483	399	301	314	0	1497	fpCG
45018	AY210185	274	199	165	200	0	838	fpCG
45019	AY210185	274	199	165	200	0	838	fpCG
45020	AF533748	460	346	273	387	0	1466	fpCG
45021	AF533749	460	347	279	380	0	1466	fpCG
45022	AF533750	461	345	278	382	0	1466	fpCG
45023	AF180627	321	222	217	227	0	987	fpCG
45024	EF584377	440	333	270	367	0	1410	fpCG
45025	AJ307599	436	339	273	362	0	1410	fpCG
45026	AJ307621	444	333	268	365	0	1410	fpCG
45027	AJ307627	440	335	268	367	0	1410	fpCG
45028	AJ307607	435	340	273	362	0	1410	fpCG
45029	AJ307613	437	339	272	362	0	1410	fpCG
45030	AJ307617	442	334	267	367	0	1410	fpCG
45031	AJ307618	442	334	268	366	0	1410	fpCG
45032	AJ307620	443	336	269	362	0	1410	fpCG
45033	AJ307616	442	333	268	367	0	1410	fpCG
45034	AJ307615	437	339	271	363	0	1410	fpCG
45035	AJ307622	436	339	273	362	0	1410	fpCG
45036	AJ307614	437	339	273	361	0	1410	fpCG
45037	AJ307628	442	334	268	366	0	1410	fpCG
45038	AJ307623	437	338	273	362	0	1410	fpCG
45039	AJ307602	442	336	271	361	0	1410	fpCG
45040	AJ307604	437	337	272	364	0	1410	fpCG
45041	AJ307629	434	340	273	363	0	1410	fpCG
45042	AJ307626	443	333	267	367	0	1410	fpCG
45043	AJ307601	437	339	272	362	0	1410	fpCG
45044	AJ307600	435	339	271	365	0	1410	fpCG
45045	AJ307606	434	339	274	363	0	1410	fpCG
45046	AJ307625	436	339	273	362	0	1410	fpCG
45047	AJ307603	435	340	273	362	0	1410	fpCG
45048	AJ307608	435	340	273	362	0	1410	fpCG
45049	AJ307609	437	338	272	363	0	1410	fpCG
45050	AJ307610	436	339	273	362	0	1410	fpCG
45051	AJ307611	437	338	273	362	0	1410	fpCG
45052	AJ307624	437	338	273	362	0	1410	fpCG
45053	AJ307619	437	339	273	361	0	1410	fpCG
45054	AJ307612	437	339	272	362	0	1410	fpCG
45055	AJ307605	443	334	270	363	0	1410	fpCG
45056	GQ423399	442	309	237	344	0	1333	fpCG
45057	GQ423400	455	325	247	362	0	1389	fpCG
45058	GQ423413	454	326	247	363	0	1390	fpCG
45059	AB433817	457	329	254	373	0	1413	fpCG
45060	AB433833	286	255	204	237	0	982	fpCG
45061	AB434106	572	392	319	415	0	1698	fpCG
45062	AB434122	261	206	160	211	0	838	fpCG
45063	AB442162	798	549	405	528	0	2280	fpCG
45064	AB428672	456	332	257	368	0	1413	fpCG
45065	AB433826	284	254	205	239	0	982	fpCG
45066	AB434099	578	384	320	416	0	1698	fpCG
45067	AB434115	258	210	162	208	0	838	fpCG
45068	AB442155	796	549	411	524	0	2280	fpCG
45069	AB433822	443	332	272	363	0	1410	fpCG
45070	AB433838	276	261	204	241	0	982	fpCG
45071	AB434111	582	373	337	409	0	1701	fpCG
45072	AB434127	285	191	160	202	0	838	fpCG
45073	AB443563	791	557	415	517	0	2280	fpCG
45074	AB443570	485	404	282	326	0	1497	fpCG
45075	AB433823	443	333	271	363	0	1410	fpCG
45076	AB433839	277	261	206	238	0	982	fpCG
45077	AB434112	577	375	337	412	0	1701	fpCG
45078	AB434128	285	190	160	203	0	838	fpCG
45079	AB443564	796	553	410	521	0	2280	fpCG
45080	AB443571	487	402	281	327	0	1497	fpCG
45081	AB433813	457	329	254	373	0	1413	fpCG
45082	AB433829	286	255	205	236	0	982	fpCG
45083	AB434102	572	391	319	415	0	1698	fpCG
45084	AB434118	261	206	160	211	0	838	fpCG
45085	AB442158	798	549	405	528	0	2280	fpCG
45086	AB433824	441	333	270	366	0	1410	fpCG
45087	AB433840	276	261	206	239	0	982	fpCG
45088	AB434113	579	374	337	411	0	1701	fpCG
45089	AB434129	282	193	160	203	0	838	fpCG
45090	AB443565	793	558	415	514	0	2280	fpCG
45091	AB443572	486	403	282	326	0	1497	fpCG
45092	AB433814	456	332	257	368	0	1413	fpCG
45093	AB433830	284	254	205	239	0	982	fpCG
45094	AB434103	577	385	320	416	0	1698	fpCG
45095	AB434119	259	209	162	208	0	838	fpCG
45096	AB442159	796	548	412	524	0	2280	fpCG
45097	AB433825	441	333	270	366	0	1410	fpCG
45098	AB433841	276	261	206	239	0	982	fpCG
45099	AB434114	579	374	337	411	0	1701	fpCG
45100	AB434130	282	193	160	203	0	838	fpCG
45101	AB443573	486	403	282	326	0	1497	fpCG
45102	AB433811	457	329	253	374	0	1413	fpCG
45103	AB433827	287	254	204	237	0	982	fpCG
